1	300.000000	580.000000
2	700.000000	420.000000
	590.973037	503.611332
	592.271641	507.336256
	592.781315	510.517643
	592.624354	514.730997
	593.733742	519.166721
	595.452691	521.935956
	592.864747	526.854688
	593.343614	530.332711
	594.694642	534.936518
	593.932925	539.719561
	591.157048	544.586323
	591.886304	547.202543
	591.090539	552.780336
	591.749360	556.695290
	586.342533	562.091470
	586.594456	568.076698
	586.855297	570.509945
	583.362261	572.134899
	580.554219	575.417404
	578.064548	584.438303
	576.031608	586.099839
	578.094970	589.226912
	571.390763	595.953446
	569.322868	599.444491
	564.693967	601.785797
	566.453508	611.291860
	558.558511	607.659323
	554.615752	611.742323
	548.816377	611.130851
	542.093744	620.144587
	540.398433	627.577769
	531.960708	623.613787
	534.847171	631.092278
	526.822194	628.935115
	514.982150	633.318107
	519.771007	637.010550
	507.655546	643.262109
	510.010320	641.090985
	501.872126	643.990625
	496.466550	648.472048
	488.343851	653.365088
	478.955278	646.740005
	474.142960	646.240295
	464.031257	655.004426
	465.254036	649.830495
	458.871088	647.405954
	450.123356	654.907618
	444.901711	652.891809
	441.726989	654.954230
	429.080931	645.390014
	426.887302	643.225353
	424.228734	641.082349
	417.043173	653.621691
	397.431736	649.426448
	400.377947	641.420655
	389.338914	637.182790
	388.878655	631.668536
	373.522898	650.102022
	379.715367	635.106046
	369.404697	624.740217
	346.455132	619.615718
	355.289222	620.520142
	354.284041	619.318798
	340.808131	603.038735
	329.927522	604.528690
	322.665277	592.605350
	329.689226	588.669169
	303.539696	568.376338
	310.521568	573.403586
	300.790114	568.858656
	298.797681	555.437047
	293.545271	539.415993
	282.352235	544.621086
	286.925296	541.556521
	290.351693	543.856350
	280.500199	516.439378
	277.794763	523.602494
	279.375277	505.754000
	256.291167	485.544309
	262.419296	490.443965
	258.486430	463.920093
	272.372343	463.072032
	268.501976	460.385921
	248.283992	447.028879
	264.427093	430.391410
	252.591702	428.490647
	249.819937	409.197244
	271.235255	401.386489
	264.775311	389.254393
	248.447084	378.416735
	259.299834	373.613092
	262.317578	370.099961
	250.835313	353.422041
	268.439216	347.869604
	278.062767	343.320207
	277.954354	313.821731
	291.441052	316.198162
	280.444891	269.196315
	296.348120	286.917229
	319.916275	271.252479
	312.564325	270.179438
	312.782450	242.776770
	324.676960	224.717778
	340.755503	222.344965
	328.112266	224.074198
	358.957389	211.563297
	369.494402	212.984935
	381.586783	193.834471
	387.998589	181.546820
	413.063750	171.478023
	395.472982	164.645698
	412.748675	149.865133
	418.790962	176.727658
	447.108029	140.091472
	472.150165	133.493709
	491.610892	135.505415
	479.140506	149.208908
	496.241637	129.261833
	526.516376	128.549341
	525.568999	96.318784
	408.902457	496.570719
	408.312376	492.828461
	407.632384	489.075350
	407.337769	485.704459
	406.017877	481.173381
	406.377450	477.929293
	405.985942	472.737965
	405.887409	467.919852
	405.627847	464.055386
	406.655085	460.388659
	408.272911	456.620241
	406.369562	452.676878
	407.333412	448.145983
	413.130991	442.978670
	411.276163	441.020450
	410.803423	437.021937
	413.389936	432.154453
	414.945859	429.596366
	420.202112	420.945991
	423.815902	417.493730
	424.268696	414.271805
	425.176798	414.263150
	424.456891	402.261062
	432.947707	396.582970
	436.251544	401.144181
	433.724788	393.978714
	439.557342	392.862492
	443.176306	388.979031
	446.697292	386.349119
	454.182989	376.284222
	453.830579	376.764612
	455.584117	376.405293
	471.477970	372.690905
	467.568926	368.516140
	484.335509	369.455638
	483.665331	365.729751
	492.026547	361.005307
	492.159535	357.172137
	498.849577	355.393378
	500.958958	350.890109
	512.437190	350.816796
	512.047976	346.122512
	516.269454	353.813922
	526.859650	352.803122
	540.318972	348.341942
	544.668557	362.579931
	546.321577	351.337328
	553.072826	354.835395
	559.284365	347.941972
	571.321527	350.666422
	571.320363	340.796109
	574.329747	350.394647
	592.689398	358.561648
	598.331855	362.355122
	601.155581	361.151073
	608.761818	364.119025
	614.880915	370.347260
	613.671830	381.325325
	627.874827	363.832975
	629.274094	374.642941
	650.682049	373.237356
	651.844135	378.285875
	661.660364	384.657272
	656.822332	407.101187
	669.890305	407.025855
	680.393125	405.569669
	688.979979	409.383497
	689.288179	405.851607
	682.616309	428.266589
	693.837759	426.980054
	704.094714	418.340262
	703.589835	436.671694
	714.202572	452.388792
	703.727378	459.421555
	717.405571	472.344617
	718.089710	466.667580
	725.706886	489.542801
	732.231888	499.832590
	724.815766	497.174845
	729.320372	518.285304
	739.073783	525.838218
	746.855907	538.393919
	738.424145	544.201395
	759.552528	565.160904
	737.589493	547.546149
	738.180325	575.033918
	723.906234	595.822933
	753.073892	595.102232
	735.949962	612.701474
	744.426127	615.745813
	730.731484	630.185396
	750.401499	625.438050
	746.262317	632.752051
	718.947163	666.236632
	733.399834	663.624569
	716.650793	674.947190
	698.527837	704.748201
	703.325933	704.801832
	723.028759	718.608912
	695.413474	733.031973
	691.166800	724.107304
	688.791675	746.677722
	672.447283	764.554747
	666.960374	760.915875
	643.316351	783.129850
	654.915813	787.871914
	637.637599	793.907272
	624.983550	801.450731
	631.017300	824.900706
	599.951957	828.573917
	585.820974	820.300616
	578.641017	838.009577
	560.935689	826.443884
	563.337587	844.205848
	540.951697	862.144190
	527.728620	861.332367
	516.632182	872.639228
	490.965473	875.001470
	489.954026	879.131898
	449.092771	892.227124
